YearsExperience,Education,JobRole,OrgSize,Location,Salary,CompFreq,Currency,LanguageHaveWorkedWith,Age,Gender
5,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,31,Male
3,High School,Back-end Developer,20 to 99 employees,Viet Nam,"17,000,000",Monthly,VND,NOT PROVIDED,20,Male
7,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"50,000,000",Monthly,VND,NOT PROVIDED,34,Male
12,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"28,000,000",Monthly,VND,NOT PROVIDED,25,Male
7,High School,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,"8,000,000",Monthly,VND,NOT PROVIDED,29,Male
4,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"18,000,000",Monthly,VND,NOT PROVIDED,23,Male
3,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"6,300,000",Monthly,VND,NOT PROVIDED,30,Male
5,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"26,000,000",Monthly,VND,NOT PROVIDED,32,Male
5,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,32,Male
7,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"17,500,000",Monthly,VND,NOT PROVIDED,26,Male
50,High School,Full-stack Developer,Less than 20 employees,Viet Nam,"113,528,000",Monthly,VND,NOT PROVIDED,68,Other
11,High School,Game Developer,20 to 99 employees,Viet Nam,"45,967,684",Monthly,VND,NOT PROVIDED,30,Male
20,Bachelor,DevOps,20 to 99 employees,Viet Nam,"364,166,667",Monthly,VND,NOT PROVIDED,36,Male
1,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"9,583,333",Monthly,VND,NOT PROVIDED,23,Male
12,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"35,000,000",Monthly,VND,NOT PROVIDED,31,Male
7,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"53,000,000",Monthly,VND,NOT PROVIDED,30,Male
5,High School,DevOps,"1,000 to 4,999 employees",Viet Nam,"16,100,000",Monthly,VND,NOT PROVIDED,22,Other
6,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"57,500,000",Monthly,VND,NOT PROVIDED,31,Male
3,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"11,000,000",Monthly,VND,NOT PROVIDED,23,Male
4,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"21,000,000",Monthly,VND,NOT PROVIDED,23,Male
5,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,"37,000,000",Monthly,VND,NOT PROVIDED,29,Male
4,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,34,Male
12,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"159,500,000",Monthly,VND,NOT PROVIDED,34,Male
5,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,19,Male
10,Bachelor,Embedded Engineer,"10,000 or more employees",Viet Nam,"276,000,000",Monthly,VND,NOT PROVIDED,29,Male
11,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"50,000,000",Monthly,VND,NOT PROVIDED,22,Male
8,Bachelor,Game Developer,"1,000 to 4,999 employees",Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,25,Male
2,High School,Back-end Developer,100 to 499 employees,Viet Nam,"16,100,000",Monthly,VND,NOT PROVIDED,31,Male
11,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"46,000,000",Monthly,VND,NOT PROVIDED,34,Male
4,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,27,Male
3,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,23,Male
6,Bachelor,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,"14,000,000",Monthly,VND,NOT PROVIDED,21,Male
6,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,"32,200,000",Monthly,VND,NOT PROVIDED,24,Male
5,Master,Back-end Developer,20 to 99 employees,Viet Nam,"4,000,000",Monthly,VND,NOT PROVIDED,19,Male
12,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,"115,000,000",Monthly,VND,NOT PROVIDED,34,Male
7,High School,Data Scientist,100 to 499 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,25,Male
7,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"48,000,000",Monthly,VND,NOT PROVIDED,31,Male
6,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,32,Male
10,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,21,Male
4,Master,DevOps,100 to 499 employees,Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,21,Male
12,Master,Back-end Developer,100 to 499 employees,Viet Nam,"120,000,000",Monthly,VND,NOT PROVIDED,34,Male
8,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"35,000,000",Monthly,VND,NOT PROVIDED,25,Male
8,Bachelor,Mobile Developer,500 to 999 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,30,Male
10,Master,Full-stack Developer,10 to 19 employees,Viet Nam,"31,958,333",Monthly,VND,NOT PROVIDED,29,Male
35,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"80,000,000",Monthly,VND,NOT PROVIDED,49,Male
10,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"51,000,000",Monthly,VND,NOT PROVIDED,26,Male
9,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"13,000,000",Monthly,VND,NOT PROVIDED,29,Male
5,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,21,Male
8,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,"18,400,000",Monthly,VND,NOT PROVIDED,32,Male
3,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,27,Male
3,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"9,000,000",Monthly,VND,NOT PROVIDED,18,Male
10,Bachelor,DevOps,100 to 499 employees,Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,32,Male
4,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,"44,000,000",Monthly,VND,NOT PROVIDED,28,Male
7,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"38,333,333",Monthly,VND,NOT PROVIDED,32,Male
8,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"18,000,000",Monthly,VND,NOT PROVIDED,34,Male
4,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"6,900,000",Monthly,VND,NOT PROVIDED,23,Male
5,Bachelor,Back-end Developer,"5,000 to 9,999 employees",Viet Nam,"9,890,000",Monthly,VND,NOT PROVIDED,21,Male
4,High School,Back-end Developer,100 to 499 employees,Viet Nam,"9,000,000",Monthly,VND,NOT PROVIDED,23,Male
4,Master,Full-stack Developer,10 to 19 employees,Viet Nam,"75,000,000",Monthly,VND,NOT PROVIDED,22,Male
5,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"8,500,000",Monthly,VND,NOT PROVIDED,20,Male
12,Bachelor,Back-end Developer,"10,000 or more employees",Viet Nam,"126,500,000",Monthly,VND,NOT PROVIDED,34,Male
4,High School,Data Scientist,10 to 19 employees,Viet Nam,"9,000,000",Monthly,VND,NOT PROVIDED,22,Male
10,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,30,Male
9,Bachelor,Front-end Developer,10 to 19 employees,Viet Nam,"50,000,000",Monthly,VND,NOT PROVIDED,34,Male
2,High School,Mobile Developer,100 to 499 employees,Viet Nam,"32,000,000",Monthly,VND,NOT PROVIDED,32,Male
5,High School,DevOps,"1,000 to 4,999 employees",Viet Nam,"6,100,000",Monthly,VND,NOT PROVIDED,19,Male
5,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"1,166,667",Monthly,VND,NOT PROVIDED,24,Male
5,Bachelor,Front-end Developer,500 to 999 employees,Viet Nam,"61,640,000",Monthly,VND,NOT PROVIDED,32,Male
16,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,32,Male
9,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,19,Male
13,Master,Back-end Developer,20 to 99 employees,Viet Nam,"83,333,333",Monthly,VND,NOT PROVIDED,30,Male
2,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"9,583,333",Monthly,VND,NOT PROVIDED,18,Male
5,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,22,Male
20,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"120,000,000",Monthly,VND,NOT PROVIDED,38,Male
1,Master,DevOps,"5,000 to 9,999 employees",Viet Nam,"7,360,000",Monthly,VND,NOT PROVIDED,19,Male
5,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"33,333,333",Monthly,VND,NOT PROVIDED,30,Male
6,Bachelor,Embedded Engineer,Less than 20 employees,Viet Nam,"20,833,333",Monthly,VND,NOT PROVIDED,32,Male
14,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"46,000,000",Monthly,VND,NOT PROVIDED,39,Male
5,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"31,750,000",Monthly,VND,NOT PROVIDED,28,Male
6,Bachelor,Data Scientist,10 to 19 employees,Viet Nam,"57,500,000",Monthly,VND,NOT PROVIDED,23,Male
4,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,"16,700,000",Monthly,VND,NOT PROVIDED,23,Male
3,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,25,Male
4,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"16,000,000",Monthly,VND,NOT PROVIDED,18,Male
3,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"24,000,000",Monthly,VND,NOT PROVIDED,18,Other
4,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"27,600,000",Monthly,VND,NOT PROVIDED,20,Other
5,Master,Data Scientist,10 to 19 employees,Viet Nam,"47,916,667",Monthly,VND,NOT PROVIDED,25,Other
14,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"166,666,667",Monthly,VND,NOT PROVIDED,34,Other
7,Bachelor,Data Scientist,"1,000 to 4,999 employees",Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,24,Other
5,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,"208,333,333",Monthly,VND,NOT PROVIDED,27,Other
1,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"125,000,000",Monthly,VND,NOT PROVIDED,29,Other
6,Bachelor,DevOps,100 to 499 employees,Viet Nam,"83,333,333",Monthly,VND,NOT PROVIDED,18,Other
16,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"83,333,333",Monthly,VND,NOT PROVIDED,34,Other
14,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"92,000,000",Monthly,VND,NOT PROVIDED,34,Other
13,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"70,833,333",Monthly,VND,NOT PROVIDED,31,Other
6,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,24,Other
5,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"24,000,000",Monthly,VND,NOT PROVIDED,34,Other
11,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"66,666,667",Monthly,VND,NOT PROVIDED,31,Other
7,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"184,000,000",Monthly,VND,NOT PROVIDED,33,Other
9,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,"241,000,000",Monthly,VND,NOT PROVIDED,34,Other
5,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"41,666,667",Monthly,VND,NOT PROVIDED,27,Other
17,High School,Front-end Developer,500 to 999 employees,Viet Nam,"70,083,333",Monthly,VND,NOT PROVIDED,34,Other
7,Bachelor,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,"43,333,333",Monthly,VND,NOT PROVIDED,33,Other
3,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"455,000,000",Monthly,VND,NOT PROVIDED,26,Other
12,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"166,666,667",Monthly,VND,NOT PROVIDED,33,Other
10,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,"66,250,000",Monthly,VND,NOT PROVIDED,31,Other
7,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,"50,000,000",Monthly,VND,NOT PROVIDED,34,Other
4,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,30,Other
7,Bachelor,Mobile Developer,500 to 999 employees,Viet Nam,"210,500,000",Monthly,VND,NOT PROVIDED,30,Other
10,Master,Full-stack Developer,500 to 999 employees,Viet Nam,"105,603,750",Monthly,VND,NOT PROVIDED,34,Other
7,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,30,Other
8,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"200,000,000",Monthly,VND,NOT PROVIDED,34,Other
5,High School,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"169,000,000",Monthly,VND,NOT PROVIDED,21,Other
11,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"102,916,667",Monthly,VND,NOT PROVIDED,34,Other
9,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"29,166,667",Monthly,VND,NOT PROVIDED,34,Other
4,High School,Front-end Developer,"10,000 or more employees",Viet Nam,"11,666,667",Monthly,VND,NOT PROVIDED,20,Other
8,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"62,291,667",Monthly,VND,NOT PROVIDED,25,Other
7,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"16,790,000",Monthly,VND,NOT PROVIDED,24,Other
5,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"83,333,333",Monthly,VND,NOT PROVIDED,30,Other
10,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"40,041,667",Monthly,VND,NOT PROVIDED,24,Other
6,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,23,Other
3,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"8,500,000",Monthly,VND,NOT PROVIDED,19,Other
5,High School,Back-end Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,33,Other
20,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"145,833,333",Monthly,VND,NOT PROVIDED,35,Other
1,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,23,Other
4,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"13,000,000",Monthly,VND,NOT PROVIDED,31,Other
5,Bachelor,DevOps,500 to 999 employees,Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,19,Other
11,High School,Back-end Developer,500 to 999 employees,Viet Nam,"46,666,667",Monthly,VND,NOT PROVIDED,34,Other
4,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,21,Other
6,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"43,333,333",Monthly,VND,NOT PROVIDED,25,Other
7,Master,Mobile Developer,20 to 99 employees,Viet Nam,"69,000,000",Monthly,VND,NOT PROVIDED,25,Other
5,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"24,666,667",Monthly,VND,NOT PROVIDED,27,Other
0,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,"15,333,333",Monthly,VND,NOT PROVIDED,29,Other
12,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"105,416,667",Monthly,VND,NOT PROVIDED,34,Other
6,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"57,500,000",Monthly,VND,NOT PROVIDED,26,Other
6,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"19,500,000",Monthly,VND,NOT PROVIDED,23,Other
6,High School,Embedded Engineer,"5,000 to 9,999 employees",Viet Nam,"11,666,667",Monthly,VND,NOT PROVIDED,21,Other
6,Bachelor,Data Scientist,500 to 999 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,22,Other
10,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"11,500,000",Monthly,VND,NOT PROVIDED,30,Other
7,Bachelor,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,"17,208,333",Monthly,VND,NOT PROVIDED,22,Other
9,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,20,Other
5,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"19,826,087",Monthly,VND,NOT PROVIDED,32,Other
10,Bachelor,Mobile Developer,"1,000 to 4,999 employees",Viet Nam,"170,000,000",Monthly,VND,NOT PROVIDED,32,Other
20,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"83,333,333",Monthly,VND,NOT PROVIDED,39,Other
8,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,"58,333,333",Monthly,VND,NOT PROVIDED,26,Other
3,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"12,500,000",Monthly,VND,NOT PROVIDED,21,Other
0,High School,Back-end Developer,100 to 499 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,29,Other
8,Master,Data Scientist,20 to 99 employees,Viet Nam,"32,500,000",Monthly,VND,NOT PROVIDED,30,Other
6,Bachelor,Back-end Developer,"10,000 or more employees",Viet Nam,"130,000,000",Monthly,VND,NOT PROVIDED,34,Other
4,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,22,Other
9,Bachelor,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,"65,000,000",Monthly,VND,NOT PROVIDED,29,Other
9,Bachelor,Mobile Developer,"10,000 or more employees",Viet Nam,"90,083,333",Monthly,VND,NOT PROVIDED,31,Other
6,Bachelor,Front-end Developer,"10,000 or more employees",Viet Nam,"150,000,000",Monthly,VND,NOT PROVIDED,29,Other
2,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"13,333,333",Monthly,VND,NOT PROVIDED,31,Other
8,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"20,833,333",Monthly,VND,NOT PROVIDED,21,Other
16,Master,Mobile Developer,20 to 99 employees,Viet Nam,"86,666,667",Monthly,VND,NOT PROVIDED,34,Other
5,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,24,Other
6,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"20,833,333",Monthly,VND,NOT PROVIDED,19,Other
7,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,19,Other
,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"29,900,000",Monthly,VND,NOT PROVIDED,20,Other
4,Master,Data Scientist,500 to 999 employees,Viet Nam,"11,000,000",Monthly,VND,NOT PROVIDED,25,Other
6,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"50,000,000",Monthly,VND,NOT PROVIDED,30,Other
10,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"75,833,333",Monthly,VND,NOT PROVIDED,33,Other
4,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"20,017,000",Monthly,VND,NOT PROVIDED,23,Other
11,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"45,833,333",Monthly,VND,NOT PROVIDED,29,Other
7,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,28,Other
18,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"120,166,667",Monthly,VND,NOT PROVIDED,34,Other
4,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"18,333,333",Monthly,VND,NOT PROVIDED,18,Other
5,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"21,666,667",Monthly,VND,NOT PROVIDED,34,Other
7,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"17,250,000",Monthly,VND,NOT PROVIDED,24,Other
6,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,24,Other
7,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"80,000,000",Monthly,VND,NOT PROVIDED,31,Other
5,High School,Back-end Developer,20 to 99 employees,Viet Nam,"30,833,333",Monthly,VND,NOT PROVIDED,24,Other
5,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,"41,166,667",Monthly,VND,NOT PROVIDED,32,Other
7,Bachelor,Data Scientist,"10,000 or more employees",Viet Nam,"24,000,000",Monthly,VND,NOT PROVIDED,24,Other
4,High School,Back-end Developer,10 to 19 employees,Viet Nam,"35,000,000",Monthly,VND,NOT PROVIDED,30,Other
3,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"17,250,000",Monthly,VND,NOT PROVIDED,22,Other
6,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,31,Other
6,Bachelor,DevOps,10 to 19 employees,Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,24,Other
5,Bachelor,Data Scientist,"10,000 or more employees",Viet Nam,"28,000,000",Monthly,VND,NOT PROVIDED,31,Other
7,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,29,Other
2,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"8,500,000",Monthly,VND,NOT PROVIDED,21,Other
8,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"24,000,000",Monthly,VND,NOT PROVIDED,25,Other
5,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"6,750,000",Monthly,VND,NOT PROVIDED,18,Other
13,PhD,Data Scientist,100 to 499 employees,Viet Nam,"159,083,333",Monthly,VND,NOT PROVIDED,37,Other
8,Bachelor,Full-stack Developer,"10,000 or more employees",Viet Nam,"26,666,667",Monthly,VND,NOT PROVIDED,28,Other
6,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"21,850,000",Monthly,VND,NOT PROVIDED,24,Other
13,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"57,500,000",Monthly,VND,NOT PROVIDED,40,Other
4,High School,Mobile Developer,100 to 499 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,22,Other
13,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"220,000,000",Monthly,VND,NOT PROVIDED,34,Other
14,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"40,083,333",Monthly,VND,NOT PROVIDED,34,Other
12,High School,Front-end Developer,100 to 499 employees,Viet Nam,"65,000,000",Monthly,VND,NOT PROVIDED,29,Other
3,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"46,000,000",Monthly,VND,NOT PROVIDED,34,Other
3,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,20,Other
10,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"33,333,333",Monthly,VND,NOT PROVIDED,25,Other
10,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"60,000,000",Monthly,VND,NOT PROVIDED,31,Other
7,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"54,166,667",Monthly,VND,NOT PROVIDED,25,Other
8,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,29,Other
0,Bachelor,Full-stack Developer,"10,000 or more employees",Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,22,Other
8,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"29,166,667",Monthly,VND,NOT PROVIDED,24,Other
5,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"20,700,000",Monthly,VND,NOT PROVIDED,30,Other
5,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"27,500,000",Monthly,VND,NOT PROVIDED,27,Other
9,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,"33,333,333",Monthly,VND,NOT PROVIDED,28,Other
8,Bachelor,Back-end Developer,Less than 20 employees,Viet Nam,"46,666,667",Monthly,VND,NOT PROVIDED,21,Other
8,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"31,916,667",Monthly,VND,NOT PROVIDED,31,Other
5,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"11,000,000",Monthly,VND,NOT PROVIDED,21,Other
8,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,29,Other
5,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,24,Other
6,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"53,128,000",Monthly,VND,NOT PROVIDED,25,Other
0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"13,333,333",Monthly,VND,NOT PROVIDED,21,Other
5,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,22,Other
10,Master,Full-stack Developer,10 to 19 employees,Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,25,Other
7,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"17,333,333",Monthly,VND,NOT PROVIDED,24,Other
7,Bachelor,DevOps,20 to 99 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,21,Other
10,Master,Full-stack Developer,"10,000 or more employees",Viet Nam,"24,916,667",Monthly,VND,NOT PROVIDED,29,Other
15,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,"133,333,333",Monthly,VND,NOT PROVIDED,34,Other
10,Bachelor,DevOps,"10,000 or more employees",Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,25,Other
8,Bachelor,Front-end Developer,10 to 19 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,31,Other
6,Bachelor,DevOps,20 to 99 employees,Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,23,Other
9,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"35,000,000",Monthly,VND,NOT PROVIDED,28,Other
5,Bachelor,Embedded Engineer,20 to 99 employees,Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,19,Other
11,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,"19,166,667",Monthly,VND,NOT PROVIDED,19,Other
11,Master,Back-end Developer,100 to 499 employees,Viet Nam,"54,166,667",Monthly,VND,NOT PROVIDED,31,Other
15,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"99,666,667",Monthly,VND,NOT PROVIDED,34,Other
14,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,"38,333,333",Monthly,VND,NOT PROVIDED,28,Other
